Owner:;Invent.Nr.;Bezeichnung:;Kategorie:;Gebäude:;Raum:;Abteilung:;Serien-Nr.;Rechnungsdatum:;Wert:;Lieferant;Leistung;Fassung;Gewicht;Lampentyp;Apparate-Nr.
Bühnentechnik PZ;BTK23558;1KW Fluter Selecon asym.;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;1000;R 7s;3.5;;642
Bühnentechnik PZ;BTK23559;1KW Fluter Selecon asym.;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;1000;R 7s;3.5;;643
Bühnentechnik PZ;BTK23560;1KW Fluter Selecon asym.;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;1000;R 7s;3.5;;644
Bühnentechnik PZ;BTK23561;1KW Fluter Selecon asym.;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;1000;R 7s;3.5;;645
Bühnentechnik PZ;BTK23562;1kW Fresnel Neospot al f;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.01.97;250;Merlo;1000;GX 9.5;5.3;T 19;242
Bühnentechnik PZ;BTK23563;1kW Fresnel Neospot al f;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.01.97;250;Merlo;1000;GX 9.5;5.3;T 19;243
Bühnentechnik PZ;BTK23564;1kW Fresnel Neospot al f;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.01.97;250;Merlo;1000;GX 9.5;5.3;T 19;244
Bühnentechnik PZ;BTK23565;1kW Fresnel Neospot al f;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.01.97;250;Merlo;1000;GX 9.5;5.3;T 19;246
Bühnentechnik PZ;BTK23566;1kW Fresnel Neospot al f;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.01.97;250;Merlo;1000;GX 9.5;5.3;T 19;247
Bühnentechnik PZ;BTK23567;1kW Fresnel Neospot ohne TB;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.01.97;250;Merlo;1000;GX 9.5;5.3;T 19;245
Bühnentechnik PZ;BTK23568;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;248
Bühnentechnik PZ;BTK23569;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;249
Bühnentechnik PZ;BTK23570;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;250
Bühnentechnik PZ;BTK23571;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;251
Bühnentechnik PZ;BTK23572;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;252
Bühnentechnik PZ;BTK23573;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;253
Bühnentechnik PZ;BTK23574;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;254
Bühnentechnik PZ;BTK23575;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;255
Bühnentechnik PZ;BTK23576;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;256
Bühnentechnik PZ;BTK23577;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;257
Bühnentechnik PZ;BTK23578;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;258
Bühnentechnik PZ;BTK23579;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;259
Bühnentechnik PZ;BTK23580;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;260
Bühnentechnik PZ;BTK23581;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;261
Bühnentechnik PZ;BTK23582;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;262
Bühnentechnik PZ;BTK23583;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;263
Bühnentechnik PZ;BTK23584;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;264
Bühnentechnik PZ;BTK23585;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;265
Bühnentechnik PZ;BTK23586;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;266
Bühnentechnik PZ;BTK23587;1kW Fresnel Selecon HP 7/55;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;29.10.08;560;EBZ;1200;GX 9.5;5.3;CP90;267
Bühnentechnik PZ;BTK23588;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 628 00;09.06.97;560;Merlo;1200;GX 9.5;5.8;CP 90;214
Bühnentechnik PZ;BTK23589;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 628 00;09.06.97;560;Merlo;1200;GX 9.5;5.8;CP 90;215
Bühnentechnik PZ;BTK23590;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 628 00;09.06.97;560;Merlo;1200;GX 9.5;5.8;CP 90;216
Bühnentechnik PZ;BTK23591;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 628 00;09.06.97;560;Merlo;1200;GX 9.5;5.8;CP 90;217
Bühnentechnik PZ;BTK23592;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 628 00;09.06.97;560;Merlo;1200;GX 9.5;5.8;CP 90;218
Bühnentechnik PZ;BTK23593;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 628 00;09.06.97;560;Merlo;1200;GX 9.5;5.8;CP 90;219
Bühnentechnik PZ;BTK23594;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 628 00;09.06.97;560;Merlo;1200;GX 9.5;5.8;CP 90;220
Bühnentechnik PZ;BTK23595;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 628 00;09.06.97;560;Merlo;1200;GX 9.5;5.8;CP 90;221
Bühnentechnik PZ;BTK23596;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 628 00;09.06.97;560;Merlo;1200;GX 9.5;5.8;CP 90;222
Bühnentechnik PZ;BTK23597;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 628 00;09.06.97;560;Merlo;1200;GX 9.5;5.8;CP 90;223
Bühnentechnik PZ;BTK23598;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 628 00;09.06.97;560;Merlo;1200;GX 9.5;5.8;CP 90;224
Bühnentechnik PZ;BTK23599;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 628 00;09.06.97;560;Merlo;1200;GX 9.5;5.8;CP 90;225
Bühnentechnik PZ;BTK23600;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;12030;04.12.05;490;EBZ;1200;GX 9.5;5.8;CP 90;230
Bühnentechnik PZ;BTK23601;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;12030;04.12.05;490;EBZ;1200;GX 9.5;5.8;CP 90;231
Bühnentechnik PZ;BTK23602;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;12030;04.12.05;490;EBZ;1200;GX 9.5;5.8;CP 90;232
Bühnentechnik PZ;BTK23603;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;12030;04.12.05;490;EBZ;1200;GX 9.5;5.8;CP 90;233
Bühnentechnik PZ;BTK23604;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;12030;04.12.05;490;EBZ;1200;GX 9.5;5.8;CP 90;234
Bühnentechnik PZ;BTK23605;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;12030;04.12.05;490;EBZ;1200;GX 9.5;5.8;CP 90;235
Bühnentechnik PZ;BTK23606;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;12030;04.12.05;490;EBZ;1200;GX 9.5;5.8;CP 90;236
Bühnentechnik PZ;BTK23607;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;12030;04.12.05;490;EBZ;1200;GX 9.5;5.8;CP 90;237
Bühnentechnik PZ;BTK23608;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;12030;04.12.05;490;EBZ;1200;GX 9.5;5.8;CP 90;238
Bühnentechnik PZ;BTK23609;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;12030;04.12.05;490;EBZ;1200;GX 9.5;5.8;CP 90;239
Bühnentechnik PZ;BTK23610;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;12030;04.12.05;490;EBZ;1200;GX 9.5;5.8;CP 90;240
Bühnentechnik PZ;BTK23611;1kW Fresnel Strand Cantata 8/50;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;12030;04.12.05;490;EBZ;1200;GX 9.5;5.8;CP 90;241
Bühnentechnik PZ;BTK23612;1kW Fresnel Strand Harmony;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;22 512 OT;01.01.87;450;EBZ;1000;GX 9.5;5.9;T19/T11;145
Bühnentechnik PZ;BTK23613;1kW Fresnel Strand Harmony;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;22 512 OT;01.01.87;450;EBZ;1000;GX 9.5;5.9;T19/T11;149
Bühnentechnik PZ;BTK23614;1kW Fresnel Strand Harmony;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;22 512 OT;01.01.87;450;EBZ;1000;GX 9.5;5.9;T19/T11;150
Bühnentechnik PZ;BTK23615;1kW Fresnel Strand Mod.223 8/60;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;keine;01.01.83;200;IQ Unlimited;1200;P28s / GX 9.5;6.8;CP 89;101
Bühnentechnik PZ;BTK23616;1kW Fresnel Strand Mod.223 8/60;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;keine;01.01.83;200;IQ Unlimited;1200;P28s / GX 9.5;6.8;CP 89;102
Bühnentechnik PZ;BTK23617;1kW Fresnel Strand Mod.223 8/60;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;keine;01.01.83;200;IQ Unlimited;1200;P28s / GX 9.5;6.8;CP 89;103
Bühnentechnik PZ;BTK23618;1kW Fresnel Strand Mod.223 8/60;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;keine;01.01.83;200;IQ Unlimited;1200;P28s / GX 9.5;6.8;CP 89;105
Bühnentechnik PZ;BTK23619;1kW Fresnel Strand Mod.223 8/60;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;keine;01.01.83;200;IQ Unlimited;1200;P28s / GX 9.5;6.8;CP 89;107
Bühnentechnik PZ;BTK23620;1kW Fresnel Strand Mod.223 8/60;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;keine;01.01.83;200;IQ Unlimited;1200;P28s / GX 9.5;6.8;CP 89;108
Bühnentechnik PZ;BTK23621;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;501
Bühnentechnik PZ;BTK23622;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;502
Bühnentechnik PZ;BTK23623;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;503
Bühnentechnik PZ;BTK23624;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;504
Bühnentechnik PZ;BTK23625;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;505
Bühnentechnik PZ;BTK23626;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;506
Bühnentechnik PZ;BTK23627;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;507
Bühnentechnik PZ;BTK23628;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;508
Bühnentechnik PZ;BTK23629;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;509
Bühnentechnik PZ;BTK23630;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;510
Bühnentechnik PZ;BTK23631;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;511
Bühnentechnik PZ;BTK23632;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;512
Bühnentechnik PZ;BTK23633;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;513
Bühnentechnik PZ;BTK23634;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;514
Bühnentechnik PZ;BTK23635;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;515
Bühnentechnik PZ;BTK23636;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;516
Bühnentechnik PZ;BTK23637;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;517
Bühnentechnik PZ;BTK23638;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.03.86;90;EBZ;1000;GX 16 d;2.3;CP60 - CP62;518
Bühnentechnik PZ;BTK23639;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;519
Bühnentechnik PZ;BTK23640;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;520
Bühnentechnik PZ;BTK23641;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;521
Bühnentechnik PZ;BTK23642;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;522
Bühnentechnik PZ;BTK23643;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.03.86;90;EBZ;1000;GX 16 d;2.3;CP60 - CP62;523
Bühnentechnik PZ;BTK23644;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.03.86;90;EBZ;1000;GX 16 d;2.3;CP60 - CP62;524
Bühnentechnik PZ;BTK23645;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.03.86;90;EBZ;1000;GX 16 d;2.3;CP60 - CP62;525
Bühnentechnik PZ;BTK23646;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;526
Bühnentechnik PZ;BTK23647;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.04.88;150;EBZ;1000;GX 16 d;2.3;CP60 - CP62;527
Bühnentechnik PZ;BTK23648;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;528
Bühnentechnik PZ;BTK23649;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;529
Bühnentechnik PZ;BTK23650;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;530
Bühnentechnik PZ;BTK23651;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;531
Bühnentechnik PZ;BTK23652;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;532
Bühnentechnik PZ;BTK23653;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;533
Bühnentechnik PZ;BTK23654;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;534
Bühnentechnik PZ;BTK23655;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;535
Bühnentechnik PZ;BTK23656;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;536
Bühnentechnik PZ;BTK23657;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;537
Bühnentechnik PZ;BTK23658;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;538
Bühnentechnik PZ;BTK23659;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;539
Bühnentechnik PZ;BTK23660;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;540
Bühnentechnik PZ;BTK23661;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;541
Bühnentechnik PZ;BTK23662;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;542
Bühnentechnik PZ;BTK23663;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;543
Bühnentechnik PZ;BTK23664;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;80;EBZ;1000;GX 16 d;2.3;CP60 - CP62;544
Bühnentechnik PZ;BTK23665;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;545
Bühnentechnik PZ;BTK23666;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;547
Bühnentechnik PZ;BTK23667;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;548
Bühnentechnik PZ;BTK23668;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;549
Bühnentechnik PZ;BTK23669;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;550
Bühnentechnik PZ;BTK23670;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;551
Bühnentechnik PZ;BTK23671;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;552
Bühnentechnik PZ;BTK23672;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;553
Bühnentechnik PZ;BTK23673;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;554
Bühnentechnik PZ;BTK23674;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;555
Bühnentechnik PZ;BTK23675;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;556
Bühnentechnik PZ;BTK23676;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;557
Bühnentechnik PZ;BTK23677;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;558
Bühnentechnik PZ;BTK23678;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;559
Bühnentechnik PZ;BTK23679;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;560
Bühnentechnik PZ;BTK23680;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;561
Bühnentechnik PZ;BTK23681;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;562
Bühnentechnik PZ;BTK23682;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;563
Bühnentechnik PZ;BTK23683;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;564
Bühnentechnik PZ;BTK23684;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;565
Bühnentechnik PZ;BTK23685;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;566
Bühnentechnik PZ;BTK23686;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;567
